Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks
,DK,OSX,Osby,Osby,,RL,--3-----,0212,,5514N 00939E,
,DK,OUL,Oster Ulslev,Oster Ulslev,,RQ,--3-----,0907,,5442N 01138E,
,DK,OST,Ostermarie,Ostermarie,,RQ,--3-----,0907,,5508N 01502E,
,DK,OVR,Ostervra,Ostervra,,RQ,--3-----,0907,,5721N 01015E,
,DK,OTT,Otterup,Otterup,,RQ,0-------,9705,,,
,DK,AAV,Oure,Oure,83,RL,-----6--,0901,,5507N 01044E,
,DK,OP2,Outrup,Outrup,83,RL,--3-----,1701,,5543N 00820E,
,DK,OTR,Ovtrup,Ovtrup,,RQ,0-------,9307,,,
,DK,PAO,Padborg,Padborg,,RL,-23-----,0701,,5449N 00921E,
,DK,PAN,Pandrup,Pandrup,,RL,--3-----,0006,,,
,DK,PJE,Pjedsted,Pjedsted,83,RQ,--3-----,1401,,,
,DK,PRS,Præstø,Prasto,85,RL,--3--6--,1301,,5507N 01203E,
,DK,RBL,Randbol,Randbol,,RQ,--3-----,0907,,5542N 00916E,
,DK,RAN,Randers,Randers,,AF,123-----,9606,,,
,DK,RNM,Ranum,Ranum,,RQ,--3-----,9501,,,
,DK,RSM,Rask Molle,Rask Molle,,RQ,--3-----,0907,,5552N 00937E,
,DK,RED,Redsted,Redsted,,RQ,--3-----,0907,,5644N 00839E,
,DK,AAZ,Reersoe,Reersoe,85,RL,-----6--,0901,,5447N 01138E,
,DK,2NK,Refsvindinge,Refsvindinge,83,RL,--3-----,1607,,5517N 01041E,
,DK,RGP,Regstrup,Regstrup,83,RL,--3-----,1401,,5521N 01046E,
,DK,RSN,Resenbro,Resenbro,82,RL,--3-----,1401,,5611N 00939E,
,DK,RIB,Ribe,Ribe,,RQ,--3-----,9705,,,
,DK,RIN,Ringe,Ringe,,RQ,--3-----,9501,,,
,DK,RKG,Ringkøbing,Ringkobing,82,RL,-23-----,1301,,5605N 00814E,
,DK,RNG,Ringsted,Ringsted,,AF,-23-----,9606,,,
,DK,RSS,Risskov,Risskov,,RL,--3-----,9805,,,
,DK,DKA,Rodkaersbro,Rodkaersbro,82,RL,--3-----,1601,,5621N 00931E,
,DK,RMO,Romo,Romo,83,RL,1-3-----,1401,,5508N 00831E,
,DK,RKE,Roskilde,Roskilde,,AF,1234----,9606,,,
,DK,RSL,Roslev,Roslev,,RQ,--3-----,9705,,,
,DK,RD4,Rude,Rude,85,RL,1-3-----,1401,,5600N 01014E,
,DK,RKB,Rudkøbing,Rudkobing,,AI,1-------,9704,,,
,DK,RVY,Ruds-Vedby,Ruds-Vedby,,RL,--3-----,0104,,5532N 01121E,
,DK,RUG,Rungsted,Rungsted,84,RL,--3-----,1407,,5553N 01231E,
,DK,REY,Ry,Ry,,RL,-23-----,0607,,5605N 00945E,
,DK,RYN,Rynkeby,Rynkeby,83,RL,--3-----,1301,,5524N 01036E,
,DK,RYM,Ryomgård,Ryomgard,,RQ,--3-----,9501,,,
,DK,RYS,Ryslinge,Ryslinge,83,RL,1-------,1401,,5515N 01033E,
,DK,ROF,Rødby,Rodby,85,AI,1-3-----,1301,,5441N 01123E,
,DK,ROD,Rødbyhavn,Rodbyhavn,85,AA,123--6--,1301,,5439N 01121E,
,DK,RDG,Rødding,Rodding,83,RL,--3-----,1301,,5521N 00903E,
,DK,RDK,Rødekro,Rodekro,,RL,123-----,0601,,5504N 00919E,
,DK,RDB,Rødkærsbro,Rodkarsbro,82,RL,-23-----,0907,,5621N 00931E,
,DK,RDV,Rødovre,Rodovre,84,RL,-23-----,1301,,5541N 01229E,
,DK,RDH,Rødvig Havn,Rodvig Havn,85,AA,1-------,1101,,5515N 01222E,
,DK,RND,Rønde,Ronde,82,RL,--3-----,1401,,5618N 01029E,
,DK,RNN,Rønne,Ronne,,AI,1--4----,9704,,,
,DK,RON,Rønnede,Ronnede,85,RL,--3--6--,0901,,5515N 01200E,
,DK,RRV,Rørvig,Rorvig,,AI,1-------,9704,,,
,DK,SAB,Sabro,Sabro,82,RL,--3-----,1401,,5613N 01013E,
,DK,KII,Saint Kilian,Saint Kilian,81,RQ,1-------,1401,,,
,DK,SAX,Sakskøbing,Sakskobing,,AI,1-------,9704,,,
,DK,SAL,Saltum,Saltum,81,RL,--3-----,1401,,5716N 00941E,
,DK,SAG,Sandager,Sandager,,RL,0-------,9307,,,
,DK,SD7,Sandved,Sandved,85,RL,1-3-----,1401,,5516N 01132E,
,DK,SVG,Sandvig,Sandvig,,RL,1-3-----,0701,,5517N 01447E,
,DK,SAU,Saunte,Saunte,,RL,-----6--,1201,,5605N 01230E,
,DK,SEJ,Sejerslev,Sejerslev,,RQ,--3-----,9501,,,
,DK,SEO,Sejerø,Sejero,,AI,1-------,9704,,,
,DK,SLB,Silkeborg,Silkeborg,,AF,123-----,9606,,,
,DK,CNL,Sindal,Sindal,,RL,--3-----,0201,,5727N 01012E,
,DK,SJL,Sjolund,Sjolund,83,RL,--3-----,1601,,5524N 00932E,
,DK,SJO,Sjællands Odde,Sjallands Odde,,RQ,0-------,9402,,,
,DK,SKA,Skagen,Skagen,,AF,12------,9606,,,
,DK,SKL,Skals,Skals,,RQ,--3-----,9501,,,
,DK,SKM,Skamby,Skamby,,RQ,--3-----,9501,,,
,DK,SKG,Skanderborg,Skanderborg,82,RL,-23-----,1301,,5602N 00950E,
,DK,SDO,Skarø/Drejø,Skaro/Drejo,,AI,1-------,9812,,,
,DK,SJB,Skejby,Skejby,,RQ,0-------,9307,,,
,DK,SKY,Skibby,Skibby,,RL,--3-----,9901,,,
,DK,SKV,Skive,Skive,,AF,12------,9606,,,
,DK,SKJ,Skjern,Skjern,,AF,-23-----,9606,,,
,DK,SKO,Skodborg,Skodborg,,RQ,--3-----,9501,,,
,DK,SK3,Skodsborg,Skodsborg,84,RL,1-3-----,1401,,5549N 01234E,
,DK,SKT,Skodstrup,Skodstrup,,RQ,--3-----,9501,,,
,DK,SKD,Skovlund,Skovlund,83,RL,--3-----,1301,,5544N 00842E,
,DK,SVL,Skovlunde,Skovlunde,,RL,-2---6--,1001,,5543N 01224E,
,DK,SKH,Skovshoved,Skovshoved,84,RL,1-------,1807,,5546N 01236E,
,DK,SKR,Skrydstrup,Skrydstrup,,RL,--34----,0701,SKS,5514N 00915E,
,DK,SSK,Skælskør,Skalskor,,RQ,1-------,9704,,,
,DK,SKB,Skærbæk,Skarbak,,AI,0-------,9704,,,
,DK,SKE,Skævinge,Skavinge,84,RL,--3-----,1301,,5555N 01210E,
,DK,SKP,Skørping,Skorping,,RQ,--3-----,9501,,,
,DK,SLG,Slagelse,Slagelse,,AF,-23-----,9606,,,
,DK,SLA,Slangerup,Slangerup,,RQ,--3-----,9501,,,
,DK,SMG,Slimminge,Slimminge,85,RL,--3-----,1401,,5527N 01156E,
,DK,SMO,Smørum,Smorum,,RQ,0-------,9307,,,
,DK,SDD,Snedsted,Snedsted,82,RL,--3-----,1401,,5653N 00831E,
,DK,SNE,Snekkersten,Snekkersten,,AI,1-------,9704,,,
,DK,SN2,Snertinge,Snertinge,85,RL,1-3-----,1401,,5504N 01155E,
,DK,SLS,Sollested,Sollested,85,RL,--3-----,1307,,5449N 01117E,
,DK,SOL,Solrød Strand,Solrod Strand,85,RL,--3--6--,0901,,5532N 01214E,
,DK,SOD,Sommersted,Sommersted,85,RL,--3-----,1707,,5519N 00919E,
,DK,SOV,Sorvad,Sorvad,,RQ,--3-----,9705,,,
,DK,SRO,Sorø,Soro,,RQ,--3-----,9705,,,
,DK,SPE,Spentrup,Spentrup,82,RL,-----6--,1701,,5633N 01002E,
,DK,SPJ,Spjald,Spjald,82,RL,--3-----,0901,,5607N 00831E,
,DK,SPB,Spodsbjerg Havn,Spodsbjerg Havn,,AI,1-------,9704,,,
,DK,SPP,Sporup,Sporup,,RQ,--3-----,0002,,,
,DK,SPO,Spottrup,Spottrup,,RL,--3-----,0212,,5556N 01015E,
,DK,STT,Statoil-Havnen,Statoil-Havnen,,AF,1-------,9606,,,
,DK,STA,Stavning,Stavning,,AI,1--4----,0207,,5558N 00823E,
,DK,STE,Stege,Stege,,AI,1-------,9704,,,
,DK,SRP,Stenderup,Stenderup,,RQ,--3-----,9307,,,
,DK,SKI,Stenkilde,Stenkilde,,RQ,0-------,9307,,,
,DK,STL,Stenlille,Stenlille,84,RL,--3-----,1301,,5547N 01212E,
,DK,SLE,Stenløse,Stenlose,84,RL,--3-----,1301,,5546N 01212E,
,DK,SNS,Stenstrup,Stenstrup,,RQ,--3-----,9501,,,
,DK,SN7,Stensved,Stensved,85,RL,1-3-----,1401,,5500N 01202E,
,DK,STP,Stevns Pier,Stevns Pier,85,RL,1-------,0901,,5519N 01227E,
,DK,STG,Stignæsværkets Havn,Stignasvarkets Havn,,AI,1-------,9704,,,
,DK,SIT,Stigsnaes Inter Terminal,Stigsnaes Inter Terminal,85,RL,1-------,1107,,5512N 01114E,
,DK,STN,Stigsnæs,Stigsnas,,AI,1-------,9812,,,
,DK,ABB,Stilling,Stilling,82,RL,-----6--,0901,,5604N 01000E,
,DK,STH,Stoholm,Stoholm,82,RL,--3-----,1601,,5629N 09100E,
,DK,SMA,Stokkemarke,Stokkemarke,85,RL,--3-----,1301,,5450N 01121E,
,DK,SF2,Store Fuglede,Store Fuglede,85,RL,1-3-----,1401,,5535N 01115E,
,DK,SH6,Store Heddinge,Store Heddinge,85,RL,1-3-----,1401,,5519N 01225E,
,DK,SM6,Store Merløse,Store Merlose,85,RL,1-3-----,1401,,5533N 01143E,
,DK,STV,Storevorde,Storevorde,81,RQ,--3-----,1401,,5700N 01010E,
,DK,STD,Strandby,Strandby,,RL,--3-----,1101,,5730N 01030E,
,DK,STY,Strandby,Strandby,81,RL,-----6--,1201,,5647N 00913E,
,DK,STB,Strib Havn,Strib Havn,,AI,1-------,9704,,,
,DK,STR,Struer,Struer,,AF,12------,9606,,,
,DK,SNO,Strynø,Stryno,,AI,1-------,9812,,,
,DK,SB2,Strøby,Stroby,85,RL,1-3-----,1401,,5523N 01218E,
,DK,SBK,Stubbekøbing,Stubbekobing,85,AI,1-------,1301,,5453N 01203E,
,DK,SSV,Studstrupværkets Havn,Studstrupvarkets Havn,,AI,1-------,9704,,,
,DK,EOT,Styrtom,Styrtom,,RL,1-------,1201,,5501N 00926E,
,DK,SVV,Stålvalseværket,Stalvalsevarket,,AI,1-------,9704,,,
,DK,STO,Støvring,Stovring,,RL,--3-----,0201,,5630N 01010E,
,DK,SBY,Sundby,Sundby,82,RL,--3-----,1301,,5623N 01034E,
,DK,SNY,Sundby/Mors,Sundby/Mors,81,RL,1-3-----,1301,,5652N 00840E,
,DK,SUS,Sunds,Sunds,,RL,--3-----,9806,,,Ringköbing
,DK,SUE,Sundsøre,Sundsore,,AI,1-------,9812,,,
,DK,SVA,Svaneke,Svaneke,,RL,1-3-----,0701,,5508N 01509E,
,DK,SVB,Svebølle,Svebolle,85,RL,-23-----,1301,,5539N 01117E,
,DK,SVE,Svendborg,Svendborg,,AF,12------,9606,,,
,DK,SVN,Svenstrup,Svenstrup,81,RL,--3-----,1301,,5658N 00950E,
,DK,SNN,Svinninge,Svinninge,,RQ,--3-----,9501,,,
,DK,SDA,Sydals,Sydals,,RL,1-3--6--,0607,,5454N 00953E,
,DK,SYD,Sydborg,Sydborg,,RQ,0-------,9307,,,
,DK,SAE,Sæby,Saby,,RL,123-----,0701,,5720N 01032E,
,DK,SLV,Sælvig Havn,Salvig Havn,,AI,1-------,9704,,,
,DK,SBG,Søborg,Soborg,,RQ,-23-----,9705,,,
,DK,SOB,Søby Havn,Soby Havn,,AI,1-------,9704,,,
,DK,SL2,Søllested,Sollested,83,RL,1-3-----,1401,,5518N 01003E,
,DK,SND,Sønder,Sonder,,RQ,--3-----,9705,,,
,DK,ABA,Sønder Bjert,Sonder Bjert,83,RL,-----6--,0901,,5515N 01124E,
,DK,SFG,Sønder Felding,Sonder Felding,82,RL,--3-----,1207,,5557N 00847E,
,DK,SOM,Sønder Omme,Sonder Omme,,RL,--3-----,0607,,5550N 00854E,
,DK,SGD,Sønderborg,Sonderborg,83,AF,1234----,1301,,5454N 00947E,
,DK,SDS,Søndersø,Sonderso,,RL,--3-----,0607,,5529N 01016E,
,DK,TBA,Taarbæk,Taarbak,,RL,--3-----,9811,,,
,DK,TPN,Tappernøje,Tappernoje,85,RL,--3-----,1301,,5509N 01158E,
,DK,TRM,Tarm,Tarm,,RQ,--3-----,9501,,,
,DK,TLV,Taulov,Taulov,,RQ,--3-----,0101,,,
,DK,TER,Terndrup,Terndrup,81,RL,--3-----,1601,,5649N 01004E,
,DK,THM,Them,Them,,RL,--3-----,9806,,,Arhus
,DK,TED,Thisted,Thisted,,AF,12-4----,9606,,,
,DK,TSO,Thorso,Thorso,82,RL,--3-----,1401,,5618N 00948E,
,DK,THO,Thurø,Thuro,,RQ,--3-----,9811,,,
,DK,THN,Thyborøn,Thyboron,,RL,-----6--,1201,,5642N 00813E,
,DK,THY,Thyholm,Thyholm,,RL,-23-----,0607,,5639N 00831E,
,DK,TKB,Tikøb,Tikob,84,RL,1-3-----,1401,,5601N 01228E,
,DK,TIL,Tilst,Tilst,82,RL,--3-----,1301,,5612N 01007E,
,DK,TIM,Tim,Tim,82,RL,--3-----,1401,,5612N 00819E,
,DK,TGV,Tinglev,Tinglev,,RQ,--3-----,9501,,,
,DK,TIS,Tistrup,Tistrup,,RL,--3-----,0106,,5542N 00836E,
,DK,TSV,Tisvilde,Tisvilde,85,RQ,--3-----,1401,,5605N 01208E,
,DK,2DH,Tisvildeleje,Tisvildeleje,84,RL,-23-----,1601,,5603N 01205E,
,DK,TJA,Tjaereborg,Tjaereborg,83,RL,--3-----,1307,,5528N 00835E,
,DK,TJL,Tjele,Tjele,82,RL,1-------,1607,,5630N 00936E,
,DK,TFT,Toftlund,Toftlund,,RQ,--3-----,9705,,,
,DK,TOM,Tommerup,Tommerup,,RQ,--3-----,9501,,,
,DK,TB4,Toreby,Toreby,85,RL,1-3-----,1401,,5445N 01148E,
,DK,TRG,Torrig,Torrig,85,RL,1-3-----,1401,,5454N 01120E,
,DK,TMD,Torsminde,Torsminde,82,RL,1-3-----,1301,,5622N 00807E,
,DK,TOR,Torup,Torup,82,RQ,--3-----,1401,,,
,DK,TAG,Tranbjerg,Tranbjerg,81,RL,-----6--,1107,,5606N 01009E,
,DK,TRN,Tranebjerg,Tranebjerg,82,RQ,--3-----,1301,,5550N 01036E,
,DK,TKA,Tranekaer,Tranekaer,,RL,--3-----,0607,,5500N 01051E,
,DK,TRI,Trige,Trige,,RL,--3-----,0607,,5615N 01010E,
,DK,TRO,Troense,Troense,83,RL,1-------,1307,,5502N 01039E,
,DK,TRU,Trustrup,Trustrup,82,RL,--3-----,1401,,5554N 01003E,
,DK,TUB,Tuborg,Tuborg,,AF,12------,9606,,,
,DK,TN3,Tune,Tune,85,RL,1-3-----,1401,,5536N 01211E,
,DK,TNO,Tunø,Tuno,,AI,1-------,9812,,,
,DK,TUR,Tureby,Tureby,85,RL,--3-----,1301,,5522N 01205E,
,DK,TYB,Tyborøn,Tyboron,,AF,12------,9606,,,
,DK,TYL,Tylstrup,Tylstrup,81,RL,--3-----,1601,,5711N 00957E,
,DK,TBY,Tårnby,Tarnby,84,RL,--3-----,1601,,5538N 01236E,
,DK,TRS,Tårs,Tars,,AI,1-------,9704,,,
,DK,TAA,Tåstrup,Tastrup,84,RL,--3-----,1101,,5539N 01219E,
,DK,TTR,Tåstrup-Valby,Tastrup-Valby,84,RL,--3-----,1301,,5538N 01219E,
,DK,TOL,Tølløse,Tollose,85,RL,--3--6--,1301,,5536N 01146E,
,DK,TON,Tønder,Tonder,,RQ,0-------,9311,,,
,DK,TOE,Tørring,Torring,,RQ,--3-----,9705,,,
,DK,UGE,Ugerløse,Ugerlose,85,RL,--3-----,1301,,5537N 01109E,
,DK,ULD,Uldum,Uldum,,RQ,--3-----,9705,,,
,DK,ULB,Ulfborg,Ulfborg,,RQ,--3-----,9501,,,
,DK,ULL,Ullerslev,Ullerslev,,RQ,--3-----,9704,,,
,DK,ULS,Ulstrup,Ulstrup,82,RL,--3-----,0901,,5623N 00947E,
,DK,VAD,Vadum,Vadum,,RQ,--3-----,9501,,,
,DK,VAL,Valby,Valby,,RQ,0-------,9307,,,
,DK,VAE,Vallensbæk,Vallensbak,84,RL,123-----,1301,,5538N 01221E,
,DK,VLL,Vallø,Vallo,85,RL,--3-----,1401,,5524N 01215E,
,DK,VDP,Vamdrup,Vamdrup,,RQ,--3-----,9501,,,
,DK,VDL,Vandel,Vandel,83,RL,--3-----,1107,,5542N 00913E,
,DK,VNG,Vang Havn,Vang Havn,,RQ,1-------,9704,,,
,DK,VAN,Vanløse,Vanlose,85,RL,-23--6--,0901,,5541N 01229E,
,DK,VDE,Varde,Varde,,RQ,--3-----,9705,,,
,DK,VBK,Vedbæk,Vedbak,84,RL,--3-----,1301,,5551N 01234E,
,DK,VB2,Vejby,Vejby,84,RL,1-3-----,1401,,5604N 01209E,
,DK,VJN,Vejen,Vejen,,RQ,--3-----,9501,,,
,DK,VEJ,Vejle,Vejle,,AF,12------,9606,,,
,DK,VJT,Vejstrup,Vejstrup,83,RL,--3-----,1107,,5506N 01043E,
,DK,VK7,Veksø,Vekso,84,RL,1-3-----,1401,,5545N 01215E,
,DK,VMB,Vemb,Vemb,,RQ,-23-----,9705,,,
,DK,VM2,Vemmelev,Vemmelev,85,RL,1-3-----,1401,,5522N 01116E,
,DK,VEN,Venø Havn,Veno Havn,,AI,1-------,9704,,,
,DK,VBJ,Vestbjerg,Vestbjerg,81,RL,--3--6--,1301,QXF,5707N 00957E,
,DK,VSK,Vester-Skerninge,Vester-Skerninge,,RQ,--3-----,0907,,5504N 01027E,
,DK,VT2,Vesterborg,Vesterborg,85,RL,1-3-----,1401,,5451N 01117E,
,DK,VIB,Viborg,Viborg,,AF,-23-----,9606,,,
,DK,VBI,Viby,Viby,85,RL,--3-----,1301,,5532N 01201E,
,DK,VIY,Viby,Viby,82,RL,--3--6--,1301,,5607N 01009E,
,DK,VID,Videbæk,Videbak,82,RL,--3-----,1301,,5605N 00837E,
,DK,VIG,Vig,Vig,,RQ,--3-----,9705,,,
,DK,VAS,Vigsnæs,Vigsnas,,RL,--3-----,9811,,,
,DK,VLD,Vildbjerg,Vildbjerg,82,RL,--3-----,1401,,5612N 00846E,
,DK,VLS,Vils,Vils,81,RL,--3-----,1601,,5646N 08440E,
,DK,VNR,Vinderup,Vinderup,,AF,-23-----,9606,,,
,DK,VPP,Vipperød,Vipperod,,RQ,--3-----,9704,,,
,DK,VIR,Virum,Virum,,RQ,0-------,9307,,,
,DK,VBG,Vissenbjerg,Vissenbjerg,83,RL,--3-----,1301,,5523N 01008E,
,DK,NVM,Vium,Vium,,RL,--3-----,0201,,5640N 00858E,
,DK,VOK,Vodskov,Vodskov,,RQ,--3-----,9501,,,
,DK,SKS,Vojens,Vojens,83,AI,--34----,1301,,5514N 00918E,
,DK,AAS,Vorbasse,Vorbasse,83,RL,-----6--,0901,,5538N 00905E,
,DK,VOR,Vordingborg,Vordingborg,85,AF,12------,1301,,5500N 01154E,
,DK,VBN,Vordingborg Nordhavnen,Vordingborg Nordhavnen,85,AA,1-------,1301,,5500N 01155E,
,DK,VBS,Vordingborg Sydhavnen,Vordingborg Sydhavnen,85,AA,1-------,1301,,5459N 01153E,
,DK,VRA,Vrå,Vra,81,RL,--3-----,1301,,5720N 00957E,
,DK,VG4,Væggerløse,Vaggerlose,85,RL,1-3-----,1401,,5442N 01156E,
,DK,VLE,Værløse,Varlose,,RL,--34----,0207,,5516N 01208E,
,DK,AAB,Åbenrå,Abenra,83,AF,1-3-----,1101,XNR,5502N 00926E,
,DK,AYB,Åbybro,Abybro,,RL,--3-----,0212,,5709N 00945E,
,DK,KK4,Åbybro,Abybro,81,RL,1-3-----,1401,,5709N 00945E,
,DK,AHJ,Åbyhøj/Århus,Abyhoj/Arhus,,RL,-23-----,0607,,5608N 01010E,
,DK,AK3,Åkirkeby,Akirkeby,84,RL,1-3-----,1401,,5504N 01456E,
,DK,ABK,Ålebæk,Alebak,81,RL,--3-----,1301,,5701N 01016E,
,DK,ALS,Ålsgårde,Alsgarde,84,RL,-23-----,0907,,5605N 01233E,
,DK,ARO,Åro,Aro,83,AI,1-------,1301,,5516N 00945E,
,DK,ARD,Årosund,Arosund,,AI,1-------,0212,,5515N 00943E,
,DK,ARL,Årslev,Arslev,83,RL,-23-----,0907,,5518N 01029E,
,DK,ARK,Ærøskøbing,Aroskobing,,RQ,1-------,9402,,,
,DK,OTK,Ølstykke,Olstykke,,RL,-23-----,0607,,5548N 01210E,
,DK,OEL,Ølstykke Stationsby,Olstykke Stationsby,84,RL,--3-----,1301,,5547N 01208E,
,DK,OKB,Østbirk,Ostbirk,,RQ,--3-----,9501,,,
,DK,OAS,Øster Assels,Oster Assels,,RL,--3-----,0607,,5642N 00841E,
,DK,ODD,Øster Doense,Oster Doense,,RL,--3-----,0201,,5642N 00950E,
,DK,OSD,Øster Snede,Oster Snede,,RL,--3-----,9806,,,Vejle
,DK,OTV,Øster Tørslev,Oster Torslev,82,RL,--3-----,1301,,5634N 01012E,
,DM,ADM,Anse du Mai,Anse du Mai,,RL,1-------,0212,,1536N 06123W,
,DM,BEL,Belfast,Belfast,,RQ,1-------,0307,,,
,DM,DOM,Dominica,Dominica,,AI,---45---,9601,,,
,DM,POR,Portsmouth,Portsmouth,,RL,1-3-----,0701,,1534N 06127W,
,DM,RSU,Roseau,Roseau,,AI,1-------,9401,,,
,DO,AZU,Azua,Azua,02,RL,1-3--6--,0307,,1827N 07044W,
,DO,BAN,Baní,Bani,,RL,1-3-----,0701,,1817N 07020W,
,DO,BRX,Barahona,Barahona,,AI,1--4----,9601,,,
,DO,BQL,Barcequillo,Barcequillo,21,RL,1-------,1401,,1826N 07002W,
,DO,BAV,Bavaro,Bavaro,18,RL,1-------,1501,,1843S 06827W,
,DO,BCC,Boca Chica,Boca Chica,,AI,1-------,9401,,,
,DO,BNO,Bonao,Bonao,28,RL,-----6--,1007,,1856N 07024W,
,DO,CBJ,Cabo Rojo,Cabo Rojo,,AI,1--4----,9401,,,
,DO,CDC,Casa de Campo,Casa de Campo,12,RL,1-------,1401,,1824N 06854W,
,DO,CAI,Catalina Island,Catalina Island,12,RL,1-------,1401,,1822N 06900W,
,DO,CAU,Caucedo,Caucedo,01,RL,1-3--6--,0401,,1825N 06938W,
,DO,CAL,Cayo Levantado,Cayo Levantado,20,RL,1-------,1401,,1912N 06919W,
,DO,LVC,Constanza,Constanza,13,RL,-----6--,0901,,1855N 07045W,
,DO,CTI,Cotuí,Cotui,24,RL,--3-----,1301,,1903N 07009W,
,DO,DAJ,Dajabón,Dajabon,,RL,--3-----,0607,,1933N 07142W,
,DO,EPS,El Portillo/Samana,El Portillo/Samana,20,RL,---4----,0907,,1920N 06930W,
,DO,EPI,Ensanche Piantini,Ensanche Piantini,32,RL,--3-----,1807,,1828N 06957W,
,DO,ESP,Esperanza,Esperanza,,RQ,------7-,1001,,1834N 07131W,
,DO,GAZ,Gaspar Hernandez,Gaspar Hernandez,09,RL,--3-----,1501,,1937S 07017W,
,DO,GYB,Guayubín,Guayubin,15,RL,-2------,1801,,1937S 07119W,
,DO,GRA,Guerra,Guerra,01,RL,-----6--,1007,,1833N 06942W,
,DO,GRB,Gurabo,Gurabo,25,RL,--3-----,1501,,1920S 07047W,
,DO,INA,Haina,Haina,,RL,1-------,1201,,1825N 06959W,
,DO,SDD,Hainamosa,Hainamosa,32,RL,-----6--,0901,,1831N 06950W,
,DO,HDY,Hato del Yaque,Hato del Yaque,,RQ,-----6--,1001,,1928N 07046W,
,DO,HMR,Hato Mayor del Rey,Hato Mayor del Rey,30,AM,--3-----,2007,,1846S 06915W,
,DO,HAN,Hato Nuevo,Hato Nuevo,29,RL,--3-----,1607,,1847N 06943W,
,DO,JQB,Higuero,Higuero,01,RL,---4----,0907,,1834N 06959W,
,DO,HIG,Higüey,Higuey,21,RL,1-------,1401,,1827N 07016W,
,DO,JBC,Jarabacoa,Jarabacoa,13,RL,-----6--,1007,,1907N 07038W,
,DO,JIM,Jimaní,Jimani,,RL,--3-----,0212,,1829N 07151W,
,DO,JDL,Juan Dolio,Juan Dolio,,RL,-----6--,1007,,1825N 06925W,
,DO,LRM,La Romana,La Romana,,AI,1-------,9601,,,
,DO,LAV,La Vega,La Vega,,RL,------7-,1707,,1913N 07031W,
,DO,LCS,Las Calderas,Las Calderas,17,RL,-----6--,1007,,1813N 07030W,
,DO,SLT,Las Terrenas,Las Terrenas,20,RL,--3-----,1207,,1919N 06932W,
,DO,LCY,Licey,Licey,25,RQ,-----6--,1007,,1927N 07038W,
,DO,LAL,Los Alcarrizos,Los Alcarrizos,,RL,------7-,0901,,1831N 07010W,
,DO,LGY,Los Guayabos,Los Guayabos,17,RL,--3-----,1101,,1836N 07031W,
,DO,LPD,Los Prados,Los Prados,32,RL,--3-----,1101,,1828N 06957W,
,DO,LUP,Luperon,Luperon,18,RL,-----6--,1107,,1954N 07057W,
,DO,MAN,Manzanillo,Manzanillo,,RL,123-----,0701,,1942N 07145W,
,DO,MAO,Mao,Mao,27,RL,-----6--,0901,,1934N 07150W,
,DO,MTZ,Matanza,Matanza,25,RL,--3-----,1601,,1924N 07040W,
,DO,MCA,Moca,Moca,,RQ,-----6--,1007,,1923N 07031W,
,DO,MPT,Monte Plata,Monte Plata,29,RL,--3-----,1301,,1848N 06947W,
,DO,NAG,Nagua,Nagua,,RQ,-----6--,1001,,1923N 06950W,
,DO,NEI,Neiba,Neiba,03,RL,-23-----,1307,,1829N 07125W,
,DO,NGA,Nigua,Nigua,,RQ,-----6--,1007,,1822N 07003W,
,DO,OCO,Ocoa Bay,Ocoa Bay,,RL,1-------,1201,,1837N 07065W,
,DO,PLB,Palabe,Palabe,01,RL,--3-----,1101,,1829N 07004W,
,DO,PDR,Pedernales,Pedernales,,AI,1-------,9401,,,
,DO,PDB,Pedro Brand,Pedro Brand,01,RL,-----6--,1007,,1832N 07006W,
,DO,PIA,Piedra Blanca,Piedra Blanca,28,RL,--3-----,1501,,1850S 07018W,
,DO,PIL,Piloto,Piloto,15,RQ,-----6--,1001,,1936N 07112W,
,DO,PIM,Pimentel,Pimentel,,RL,-23--6--,0607,,1911N 07006W,
,DO,PUD,Puerto Duarte,Puerto Duarte,,RQ,0-------,9506,,,
,DO,PUO,Puerto Libertador,Puerto Libertador,,QQ,1-------,8103,,,
,DO,PAL,Puerto Palenque,Puerto Palenque,,RL,1-3-----,0701,,1814N 07009W,
,DO,POP,Puerto Plata,Puerto Plata,,AI,1-------,9601,,,
,DO,PVA,Puerto Viejo de Azua,Puerto Viejo de Azua,,RL,1-------,0212,,1820N 07050W,
,DO,PCN,Punta Cana,Punta Cana,22,RL,--3-----,1601,,1848N 07134W,
,DO,PUJ,Punta Cana Apt,Punta Cana Apt,,RL,--34----,0601,,1834N 06821W,
,DO,HAI,Rio Haina,Rio Haina,,QQ,1-------,8103,,,
,DO,SNX,Sabana de la Mar,Sabana de la Mar,,AI,1--4----,0212,,1904N 06923W,
,DO,SAL,Salcedo,Salcedo,,RQ,--3-----,0607,,1925N 07023W,
,DO,AZS,Samana International Apt,Samana International Apt,20,RL,---4----,0907,,1916N 06944W,
,DO,SCL,San Carlos,San Carlos,,RL,-----6--,1107,,1829N 06954W,
,DO,SCR,San Cristobal,San Cristobal,,RQ,--3-----,9501,,,
,DO,SFP,San Felipe,San Felipe,01,RL,--3-----,1307,,1835N 06955W,
,DO,MCR,San Fernando de Monte Cristi,San Fernando de Monte Cristi,,RL,--3-----,0607,,1951N 07139W,
